source_url,target,status,reason
https://emergedigital.com/why-is-data-collection-important/,https://emergedigital.com/insights/,301,blog post → insights
https://emergedigital.com/why-is-data-driven-analytics-of-interest-to-companies/,https://emergedigital.com/insights/,301,blog post → insights
https://emergedigital.com/why-it-is-necessary-to-integrate-google-analytics-4-with-bigquery/,https://emergedigital.com/insights/,301,blog post → insights
https://emergedigital.com/why-might-digital-media-be-more-effective-than-television-ads/,https://emergedigital.com/insights/,301,blog post → insights
https://emergedigital.com/why-seo-audit-is-important/,https://emergedigital.com/insights/,301,blog post → insights
https://emergedigital.com/3cx/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/app-development/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/b2b-demand-generation-services/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/cro-web-analytics/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/customer-journey-optimization/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/data-analytics-strategy/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/digital-analytics-measurement-services/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/google-analytics-4-audits/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/google-analytics-4-training/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/google-marketing-platform/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/google-tag-manager-audits/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/marketing-mix-modeling/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/multivariate-testing-marketing/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/paid-media-services/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/search-engine-optimization/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/sem-ppc-management/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/web-governance/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/wp-engine/,https://emergedigital.com/services/,301,service page → services
https://emergedigital.com/airwallex_payment_method_all/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/airwallex_payment_method_card/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/airwallex_payment_method_wechat/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/authorize-linkedin/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/cart/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/checkout-page/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/checkout/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/lost-password/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/my-account/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/nitropack_static/iIVjWyXuOLwOAZxBNJKTliqHGYyMhqVJ/assets/images/optimized/rev-355e757/emergedigital.com/wp-content/uploads/2022/07/GMP_Full_Logo_Suite-1024x691.png,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/nitropack_static/iIVjWyXuOLwOAZxBNJKTliqHGYyMhqVJ/assets/images/source/rev-355e757/emergedigital.com/wp-content/uploads/2022/07/Asset-1-1.svg,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product-category/app-development/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product-category/marketing/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product-category/smm/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product-tag/pbx/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product-tag/setup/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/3cx-pbx-appliances/3cx-nx32-lite/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/3cx-pbx-appliances/3cx-nx32/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/3cx-pbx-appliances/3cx-nx96-b/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/digital/digital-marketing/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/digital/guide-to-link-building/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/hosting/managed-wordpress-hosting/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/pbx-annual-support-plan/asp-std25/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/pbx-annual-support-plan/asp-std50/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/pbx-setup/fee-pbx10/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/pbx-setup/fee-pbx25/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/ppc/ppc-package-basic/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/ppc/ppc-package-silver/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/seo/seo-for-growth/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/smm/social-media-basic-plan-starter/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/product/smm/social-media-premium-plan-advanced/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/public-individual-page/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/register/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/terms-and-conditions-for-recurring-payment-plans/,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners//Emerge Digital Banner Set 2/300x250/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/Emerge Digital Banner Set 2/160x600/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/Emerge Digital Banner Set 2/300x600/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/Emerge Digital Banner Set 2/320x50/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/Emerge Digital Banner Set 2/970x90/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/GPACalculator/WithTapArea/Published/300x250/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/Sydney Electrical Service/300x600/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/Sydney Electrical Service/320x50/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/banners/Sydney Electrical Service/728x90/index.html,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/uploads/2023/07/google-tag-manager-audit.png,410,410,utility/woocommerce/asset — gone
https://emergedigital.com/wp-content/uploads/2024/07/image1.jpg,410,410,utility/woocommerce/asset — gone
